date,bullish,bearish,neutral,sentiment_index,sentiment_scaled,sentiment_smoothed
2010-01-20,0.000109771754,0.9996778,0.00021251195,-0.999568,0.00021600723,-0.5456163244588035
2010-01-28,0.00020055802,0.9996977,0.00010169981,-0.9994971,0.0002514422,-0.593223397220884
2010-02-02,0.00021957805,0.99699533,0.0027850952,-0.99677575,0.0016121268,-0.8574371465614864
2010-02-04,6.968243e-05,0.99992704,3.2389414e-06,-0.99985737,7.131696e-05,-0.8574237780911582
2010-02-05,0.9998697,5.0252056e-05,8.002458e-05,0.99981946,0.99990976,-0.5718917293207986
2010-02-08,0.025516195,0.9739759,0.00050791807,-0.9484597,0.025770158,-0.7063084329877581
2010-02-12,0.0008950883,0.99904853,5.627644e-05,-0.99815345,0.00092327595,-0.7060702698571342
2010-02-18,0.11765671,0.25155708,0.63078624,-0.13390037,0.4330498,-0.5824034682341984
2010-02-23,0.9999888,3.9793094e-06,7.279858e-06,0.9999848,0.9999924,-0.29676319445882526
2010-02-26,0.0063250223,0.9936495,2.549077e-05,-0.9873245,0.006337762,-0.29541301301547457
2010-03-01,0.002495199,0.99749726,7.516105e-06,-0.9950021,0.0024989545,-0.29471940227917265
2010-03-02,6.6643006e-05,0.99980253,0.00013092054,-0.9997359,0.00013205409,-0.5803701664720263
2010-03-05,0.0013384691,0.5075652,0.49109635,-0.5062267,0.24688664,-0.5171940284115928
2010-03-08,6.7176306e-06,0.999982,1.1312702e-05,-0.99997526,1.2367964e-05,-0.5174542878355298
2010-03-09,0.8754425,0.12445758,9.9935765e-05,0.7509849,0.87549245,-0.39104210478918894
2010-03-10,0.40091935,0.5380394,0.061041217,-0.13712004,0.43144,-0.5534856532301221
2010-03-12,0.00034021953,0.99965775,1.984251e-06,-0.9993175,0.0003412366,-0.5551989461694445
2010-03-15,0.004651189,0.2482656,0.74708325,-0.2436144,0.37819278,-0.44785784823553904
2010-03-22,7.27993e-06,0.999992,7.051291e-07,-0.99998474,7.6293945e-06,-0.4478933981486729
2010-03-24,0.000698158,0.99461657,0.00468528,-0.9939184,0.0030407906,-0.5175636410713196
2010-04-01,0.4998299,0.5001566,1.3551926e-05,-0.00032666326,0.49983668,-0.3747566980975015
2010-04-05,0.017348418,0.4828584,0.4997932,-0.46550998,0.267245,-0.548541682107108
2010-04-12,0.0050275167,0.9933716,0.0016009407,-0.9883441,0.0058279634,-0.6701451156820569
2010-04-14,0.20497501,0.7473496,0.047675353,-0.5423746,0.2288127,-0.6048675562654223
2010-04-15,1.42202625e-05,0.999985,8.370107e-07,-0.99997073,1.463294e-05,-0.7129184603691101
2010-04-19,1.0245426e-06,0.5000011,0.4999979,-0.50000006,0.24999997,-0.6414920772824969
2010-04-22,0.00036644924,0.9836591,0.015974432,-0.98329264,0.00835368,-0.6399741087641034
